programming_experience,java_experience,complexity,MinNameQuality,MinInternalDocumentation,MinExternalDocumentation,MinExternalPopularity,MeanInternalDocumentation,MeanExternalDocumentation,MeanExternalPopularity,MaxNameQuality,MaxInternalDocumentation,Readability,READABILITY.New.Identifiers.words.AVG,READABILITY.New.Abstractness.words.AVG,READABILITY.New.Abstractness.words.MAX,READABILITY.New.Commented.words.AVG,READABILITY.New.Synonym.commented.words.AVG,READABILITY.New.Synonym.commented.words.MAX,READABILITY.New.Comments.readability,READABILITY.New.Number.of.senses.AVG,READABILITY.New.Number.of.senses.MAX,READABILITY.New.Text.Coherence.AVG,READABILITY.New.Text.Coherence.MIN,READABILITY.New.Text.Coherence.MAX,READABILITY.BW.Avg.Assignment,READABILITY.BW.Avg.blank.lines,READABILITY.BW.Avg.commas,READABILITY.BW.Avg.comments,READABILITY.BW.Avg.comparisons,READABILITY.BW.Avg.Identifiers.Length,READABILITY.BW.Avg.conditionals,READABILITY.BW.Avg.indentation.length,READABILITY.BW.Avg.keywords,READABILITY.BW.Avg.line.length,READABILITY.BW.Avg.loops,READABILITY.BW.Avg.number.of.identifiers,READABILITY.BW.Avg.numbers,READABILITY.BW.Avg.operators,READABILITY.BW.Avg.parenthesis,READABILITY.BW.Avg.periods,READABILITY.BW.Max.Identifiers.Length,READABILITY.BW.Max.keywords,READABILITY.BW.Max.line.length,READABILITY.BW.Max.number.of.identifiers,READABILITY.BW.Max.char,READABILITY.BW.Max.words,READABILITY.Posnett.entropy,READABILITY.Posnett.volume,READABILITY.Posnett.lines,READABILITY.Dorn.DFT.Assignments,READABILITY.Dorn.DFT.Comparisons,READABILITY.Dorn.DFT.Conditionals,READABILITY.Dorn.DFT.Indentations,READABILITY.Dorn.DFT.LineLengths,READABILITY.Dorn.DFT.Numbers,READABILITY.Dorn.DFT.Operators,READABILITY.Dorn.Visual.X.Comments,READABILITY.Dorn.Visual.X.Numbers,READABILITY.Dorn.Visual.X.Strings,READABILITY.Dorn.Visual.Y.Strings,READABILITY.Dorn.Visual.X.Literals,READABILITY.Dorn.Areas.Identifiers,READABILITY.Dorn.Areas.Keywords,READABILITY.Dorn.Areas.Strings,READABILITY.Dorn.Areas.Operators,READABILITY.Dorn.Areas.Keywords.Identifiers,READABILITY.Dorn.Areas.Operators.Identifiers,READABILITY.Dorn.align.blocks,KASTO.NestedBlocks,KASTO.NumberOfParameters,KASTO.NumberOfStatements,ABU50
5,2,5,1,1,17,0.000252794,1,715.2272727,0.218853435,1,1,0.184699863,0.7265625,5.553398058,12,1.1015625,3.731343284,16,100,9.8125,37,0.316712158,0.079056942,0.984250984,0.173076923,0.057142857,0.057692308,0.186440678,0.192307692,7.120879121,0.125,19.58333333,0.5,40.5,0.041666667,1.895833333,0.083333333,0.038461538,1,0.5,16,2,89,8,1167,15,3.827446245,1852.324932,70,51,52,51,52,65,52,52,102.9857143,103,103,69,103,0.245461422,0.034795764,0.001134644,0.066565809,0.141756549,0.271186441,35,4.5,1,31,1
5,4,2,0.78125,1,138,0,1,689.25,0,0.875,1,0.539273679,0.838095238,5.488636364,10,1.714285714,3.239726027,16,100,6.723809524,37,0,1,0,0.1875,0.133333333,0.09375,0.315789474,0,10.27272727,0,10,0.461538462,38.84615385,0,2.115384615,0.192307692,0.5,0.28125,0.269230769,21,5,118,9,415,12,4.405288043,622.3752045,45,32,1,1,32,40,32,32,117.9777778,117.9555556,117.9777778,43.92436975,0,0.331737346,0.036935705,0.073871409,0.039671683,0.111340206,0.119587629,21,1,4,8,1
5,2,3,0.162860577,0.1831,1843,0,0.553744318,1843,0,1,1,0.631089926,0.861702128,3.94047619,10,0.010638298,0.622047244,5,100,9.755319149,37,0.466578141,0.213200716,0.978019294,0.03125,0.029411765,0.125,0.088235294,0,9.682926829,0.064516129,12.64516129,0.193548387,31.16129032,0,1.322580645,0,0.34375,0.875,0.35483871,27,1,112,8,432,11,4.163395899,804.2346001,34,32,1,32,32,34,1,32,112,0,111.9705882,32.94690265,0,0.359698682,0.026365348,0.04613936,0.084745763,0.073298429,0.235602094,7,2,1,6,1
5,5,2,0.9375,0.9,1,0,0.9,621.75,0.024060233,0.9375,0.9,0.314037114,0.98245614,4.686390533,8,0,11.39428571,24,0,5.368421053,57,0,1,0,0.322580645,0.290322581,0.612903226,0.043478261,0,8,0,0,0.181818182,59.77272727,0,5.636363636,1.136363636,0,1,0.818181818,22,3,87,9,182,28,4.595856079,1283.110025,31,22,1,1,22,22,31,1,0,0,88.96774194,25.51111111,0,0.433948339,0.01402214,0.392619926,0.095202952,0.032312925,0.219387755,84,1,0,19,1
5,5,2,0.75,0,2363,0.010923062,0.25,3635.333333,0.026598577,1,1,0.543387294,0.827338129,3.698275862,12,0.446043165,8.671232877,29,100,10.74820144,41,0,1,0,0.310344828,0.1875,0.275862069,0.041666667,0,6.912621359,0,0,0.304347826,41.60869565,0,4.47826087,1.130434783,0,1,0.826086957,33,3,89,10,105,14,4.7742856,1128.663069,32,29,1,1,29,32,29,1,91,0,90.96875,30.92391304,0,0.566884939,0.031805426,0.145930776,0.110383536,0.056105611,0.194719472,33,1,0,23,0
5,5,4,0.888888889,0,81,0.101894477,0.425603571,4231.5,0.129986616,1,1,0.3075656,0.831325301,5.210526316,10,0,1.713043478,8,0,7.126506024,45,0.371606558,0.175411604,0.74023321,0.23255814,0,0.23255814,0.022727273,0.093023256,8.796116505,0.069767442,8.744186047,0.488372093,37.58139535,0,2.395348837,0.069767442,0.069767442,0.930232558,0.604651163,25,3,122,9,443,11,4.670659027,1828.019148,43,43,43,43,41,42,43,43,0,121.7209302,122,41.87804878,0,0.516089109,0.047029703,0.056311881,0.100866337,0.091127098,0.195443645,53,3,2,27,1
5,2,4,0.095238095,0,138,0,0,795.3333333,0,1,0,0.254719079,0.927777778,4.94011976,11,0,5.963114754,29,0,11.48333333,45,0.54229179,0.11785113,0.912870929,0.282608696,0,0.02173913,0.021276596,0.260869565,7.943548387,0.304347826,4.47826087,0.434782609,34.32608696,0,2.695652174,0,0,1.695652174,1,21,2,92,8,285,25,4.632314601,2155.737006,46,32,46,32,1,32,1,1,0,0,92,43.96774194,0,0.585813806,0.036098797,0.047498417,0.157061431,0.061621622,0.268108108,22,2,2,30,1
5,5,5,1,0,0,0,0,213.0714286,0.057022413,1,0,0.211272925,0.787234043,5.868613139,12,0,3.558139535,11,0,6.035460993,45,0.689483761,0.288675135,1,0.333333333,0,0.155555556,0.02173913,0.266666667,5.196261682,0.177777778,9.777777778,0.555555556,31.11111111,0.044444444,2.377777778,0.155555556,0.133333333,1.022222222,0.488888889,17,4,102,8,546,13,4.12564463,1884.2981,45,44,44,45,45,44,45,45,0,101.7555556,0,0,102,0.397142857,0.062142857,0,0.140714286,0.15647482,0.354316547,24,5.333333333,3,33,1
5,5,4,0.75,0,10214,0.167139076,0,10214,0.167139076,1,0,0.456376851,0.9296875,4.671875,10,0.1015625,0.299435028,3,100,12.0859375,45,0.420059672,0.182574186,0.707106781,0.321428571,0.096774194,0,0.038461538,0.321428571,13.39130435,0.16,10.72,0.8,46.52,0,1.84,0.28,0.142857143,0.821428571,0.36,35,3,98,5,367,11,4.441450437,974.7751918,31,28,28,28,28,30,27,28,98,97.80645161,0,0,0,0.457375834,0.065974796,0,0.080059303,0.144246353,0.175040519,44,2.333333333,1,16,1
5,2,4,0.75,0,10214,0.167139076,0,10214,0.167139076,1,0,0.456376851,0.9296875,4.671875,10,0.1015625,0.299435028,3,100,12.0859375,45,0.420059672,0.182574186,0.707106781,0.321428571,0.096774194,0,0.038461538,0.321428571,13.39130435,0.16,10.72,0.8,46.52,0,1.84,0.28,0.142857143,0.821428571,0.36,35,3,98,5,367,11,4.441450437,974.7751918,31,28,28,28,28,30,27,28,98,97.80645161,0,0,0,0.457375834,0.065974796,0,0.080059303,0.144246353,0.175040519,44,2.333333333,1,16,0
5,5,3,1,1,1843,0,1,1843,0,1,1,0.610178471,0.617647059,4.581395349,9,0.676470588,7.255474453,23,100,4.411764706,17,0,1,0,0.272727273,0.081632653,0.136363636,0.130434783,0,5.983870968,0,4.8,0.775,22.7,0,1.55,0,0.25,0.295454545,0.25,21,4,69,3,315,22,4.449600678,900.0687368,49,34,1,1,43,47,1,44,45.18367347,0,69,47.67142857,0,0.261607143,0.108035714,0.139285714,0.072321429,0.412969283,0.276450512,23,2,2,35,1
6,1,2,0.875,0,388,0,0,388,0,1,0,0.058544081,0.931034483,3.235602094,10,0,2.57,21,0,13.90147783,37,0,1,0,0.0625,0.0625,0.625,0.032258065,0.125,7.809160305,0,8.8,0.1,59.6,0,4.366666667,2.3,0.21875,2.375,1.8,18,3,88,7,319,29,4.833892274,2464.827438,32,32,32,1,30,32,32,32,0,87.84375,88,30.87640449,0,0.508389262,0.008948546,0.168903803,0.137583893,0.01760176,0.270627063,43,1,0,22,0
6,1,4,0.175675676,0,162,0.005531468,0,2614.4,0.124685269,0.175675676,0,0.567715168,0.71969697,5.59,10,0.25,3.711956522,18,100,5.727272727,47,0.390990059,0.177122977,0.793492048,0.205882353,0.138888889,0.117647059,0.09375,0.088235294,8.096385542,0.24137931,12.13793103,0.862068966,45.68965517,0.034482759,2.862068966,0.172413793,0.058823529,0.970588235,0.344827586,27,4,118,12,452,10,4.320445806,1122.203063,36,34,34,34,34,36,1,34,118,0,118,34.81512605,0,0.417208966,0.066522054,0.095444685,0.076644975,0.159445407,0.183708839,8,2.666666667,2,17,0
6,1,3,0.5,0,388,0,0,388,0,1,0,0.577517688,0.635294118,5.525862069,10,0.017647059,3.311111111,18,100,4.623529412,37,0.299252801,1,0.299252801,0.142857143,0.064516129,0.071428571,0.037037037,0,8.725490196,0,8.153846154,0.230769231,55.80769231,0,3.923076923,1.615384615,0.178571429,0.964285714,1.346153846,53,3,157,11,313,17,5.129361476,1054.581348,31,28,1,1,1,31,28,28,0,0,126,29.99212598,0,0.352870813,0.016148325,0.408492823,0.062799043,0.045762712,0.177966102,70,2,0,22,1
6,1,3,0.885668277,0.5,0,3.42E-05,0.5,921.5,3.42E-05,0.885668277,0.5,0.448144674,0.814814815,6.409090909,10,2.530864198,3.480263158,20,100,6.12345679,45,0.735036212,0.48507125,1,0.65625,0,0.0625,0.304347826,0.28125,9.318181818,0.28125,10.25,1.03125,34.3125,0,1.375,0.8125,0,0.75,0.40625,25,2,77,6,730,14,4.351599063,965.6186625,45,31,32,32,1,45,32,1,113.3555556,114.2222222,0,0,0,0.216374269,0.056042885,0,0.052631579,0.259009009,0.243243243,32,2.454545455,3,23,1
6,4,4,0.078947368,1,0,0,1,840,0.121918736,0.078947368,1,0.335016221,0.630769231,4.47311828,11,0.007692308,2.473933649,20,100,8.392307692,45,0.352528938,0.114707867,0.983738754,0.090909091,0.160714286,0.127272727,0.021276596,0.090909091,6.142857143,0.02173913,9.391304348,0.782608696,31.95652174,0.02173913,2.130434783,0.043478261,0.090909091,0.709090909,0.717391304,29,3,105,12,522,14,4.37347151,1879.341322,56,55,55,55,44,55,55,55,105,102.625,105,55,105,0.398675497,0.12384106,0.001986755,0.104635762,0.310631229,0.262458472,33,4.1,0,18,1
6,1,4,0.078947368,1,0,0,1,840,0.121918736,0.078947368,1,0.335016221,0.630769231,4.47311828,11,0.007692308,2.473933649,20,100,8.392307692,45,0.352528938,0.114707867,0.983738754,0.090909091,0.160714286,0.127272727,0.021276596,0.090909091,6.142857143,0.02173913,9.391304348,0.782608696,31.95652174,0.02173913,2.130434783,0.043478261,0.090909091,0.709090909,0.717391304,29,3,105,12,522,14,4.37347151,1879.341322,56,55,55,55,44,55,55,55,105,102.625,105,55,105,0.398675497,0.12384106,0.001986755,0.104635762,0.310631229,0.262458472,33,4.1,0,18,0
6,1,4,0.5,0,216,0.126903577,0,318,0.126903577,0.833333333,0,0.335892916,0.763636364,4.25,12,0.4,2.596491228,10,100,7,30,0.470810482,0.11785113,1,0.216216216,0.071428571,0.054054054,0.15,0.324324324,4.7,0.088235294,15.05882353,0.823529412,30.97058824,0,1.470588235,0.029411765,0.054054054,0.675675676,0.088235294,29,6,118,10,630,10,3.508225253,971.7834751,42,37,37,37,37,41,37,37,117.952381,118,0,0,0,0.184893784,0.113296617,0,0.077891424,0.612765957,0.421276596,21,4,2,15,1
6,1,4,0.5,0,216,0.126903577,0,318,0.126903577,0.833333333,0,0.335892916,0.763636364,4.25,12,0.4,2.596491228,10,100,7,30,0.470810482,0.11785113,1,0.216216216,0.071428571,0.054054054,0.15,0.324324324,4.7,0.088235294,15.05882353,0.823529412,30.97058824,0,1.470588235,0.029411765,0.054054054,0.675675676,0.088235294,29,6,118,10,630,10,3.508225253,971.7834751,42,37,37,37,37,41,37,37,117.952381,118,0,0,0,0.184893784,0.113296617,0,0.077891424,0.612765957,0.421276596,21,4,2,15,1
6,1,4,0.916666667,1,7,0.000540833,1,545.3636364,0.000540833,1,1,0.479301035,0.758928571,5.341176471,11,4.607142857,5.925,17,100,6.928571429,30,0.562913117,0.149071198,0.933333333,0.171428571,0.01754386,0.085714286,0.37037037,0.028571429,7.813333333,0.117647059,12.94117647,0.470588235,38.58823529,0,2.205882353,0,0.285714286,0.857142857,0.117647059,22,3,92,9,795,29,4.183918218,944.48167,57,35,35,35,35,54,1,35,91.96491228,0,91.98245614,55.95698925,0,0.194199243,0.03320723,0.071458596,0.039932745,0.170995671,0.205627706,50,2.833333333,2,19,1
6,1,4,0.96875,0,11,7.53E-05,0.186447222,1634,0.049917156,1,1,0.269684702,0.920289855,4.582677165,10,0,2.38172043,9,0,9.130434783,45,0.524781294,0.297044263,0.882352941,0.266666667,0.1,0.333333333,0.035714286,0.033333333,8.375,0.037037037,14.51851852,0.888888889,51,0.037037037,2.962962963,0.037037037,0.1,1.2,0.703703704,23,6,100,8,464,8,4.354108284,1518.987539,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183,0.068990559,0.013071895,0.10530138,0.144596651,0.220700152,25,3,2,14,0
6,4,4,0.75,0,0,0.000166586,0.80952381,1032.666667,0.180915355,1,1,0.243095979,0.948387097,5.428571429,11,1.787096774,6.613065327,24,100,7.283870968,45,0.662238766,0.23570226,0.9258201,0.075,0.176470588,0.175,0.225,0.5,8.75257732,0.096774194,12.51612903,0.483870968,49.35483871,0.096774194,3.129032258,0,0.175,0.9,0.580645161,20,2,86,7,586,20,4.395732997,1529.884664,51,39,38,40,38,46,1,40,85.96078431,0,86,49.89655172,0,0.401911469,0.027162978,0.038229376,0.075955734,0.067584481,0.188986233,50,2.666666667,3,18,0
6,4,2,0.5,0,388,0,0.5,1479.25,0,1,1,0.23838903,0.786982249,4.447368421,12,0.165680473,7.40625,31,100,6.591715976,37,0,1,0,0.56,0.142857143,0.34,0.023255814,0,6.80620155,0,0.19047619,0.166666667,32.71428571,0,3.071428571,0.952380952,0.34,0.7,0.595238095,22,3,83,7,170,28,5.071778572,1860.670538,56,48,1,1,50,31,50,50,85,84.98214286,84.98214286,54.96511628,0,0.495527728,0.016696482,0.157423971,0.1019678,0.033694344,0.205776173,50,1,0,34,1
6,4,4,1,0.5,0.136095112,0,0.5,0.136095112,0,1,0.5,0.772827685,0.972222222,4.542857143,8,2.388888889,4.953488372,15,100,9.555555556,37,0.902948627,0.856348839,0.966091783,0.166666667,0,0.083333333,0.333333333,0.166666667,9.75,0.166666667,0.25,0.333333333,27.75,0,2,0,0,0.833333333,0.583333333,24,1,91,6,235,20,4.901690841,299.5579126,49,12,12,12,12,34,1,1,98.95918367,0,98.91836735,47.83,0,0.089442139,0.007376671,0.022591056,0.017980636,0.082474227,0.201030928,52,3,1,5,1
6,4,2,0.666666667,0,0.005021415,0.004173861,0.597434483,0.005021415,0.004173861,1,1,0.504893064,0.776785714,5.825842697,10,0.200892857,6.121338912,34,100,8.348214286,45,0,1,0,0,0.027027027,1.090909091,0.085714286,0,10.13740458,0,0,0.375,55.4375,0,4.09375,0.09375,0,1.484848485,0.78125,22,1,102,7,152,38,5.294405323,1839.406032,37,1,1,1,1,37,33,1,104,0,103.8378378,35.92380952,0,0.547076313,0.020317146,0.164023786,0.086719524,0.037137681,0.158514493,312,1,0,29,1
6,4,6,0.217948718,0,0.115344853,0.016815234,0.457742593,0.393590312,0.038424419,0.9,1,0.201767042,0.826271186,5.146226415,10,0.11440678,3.248251748,17,100,8.080508475,45,0.437469558,0.110431526,1,0.25,0.031746032,0.316666667,0.016949153,0.1,10.07857143,0.068965517,0,0.5,33.43103448,0.068965517,2.413793103,0.086206897,0.133333333,1.066666667,0.586206897,38,3,132,13,224,24,4.812609729,2511.159476,63,60,60,60,60,62,60,60,136,135.7460317,136,61.89051095,0,0.580964686,0.047803618,0.032299742,0.108527132,0.082283173,0.186805041,92,4.5,2,38,1
6,4,4,0.238095238,0,0.115344853,0.016815234,0.5814,0.277174716,0.030481282,0.75,1,0.322193861,0.827956989,4.215189873,10,0,1.758333333,8,0,12.05376344,45,0.432031389,0.190692518,0.872278376,0.2,0.066666667,0,0.034482759,0,9.379310345,0.035714286,0,0.642857143,28.17857143,0,2.071428571,0.035714286,0.066666667,0.9,0.5,20,3,93,7,79,8,4.801703655,986.4507295,30,30,1,30,30,30,30,30,0,0,0,0,0,0.608258929,0.107142857,0,0.1015625,0.176146789,0.166972477,21,3,1,17,1
6,1,4,0.238095238,0,0.115344853,0.016815234,0.5814,0.277174716,0.030481282,0.75,1,0.322193861,0.827956989,4.215189873,10,0,1.758333333,8,0,12.05376344,45,0.432031389,0.190692518,0.872278376,0.2,0.066666667,0,0.034482759,0,9.379310345,0.035714286,0,0.642857143,28.17857143,0,2.071428571,0.035714286,0.066666667,0.9,0.5,20,3,93,7,79,8,4.801703655,986.4507295,30,30,1,30,30,30,30,30,0,0,0,0,0,0.608258929,0.107142857,0,0.1015625,0.176146789,0.166972477,21,3,1,17,0
6,4,3,0.5,0,0.000443066,0.145789743,0.499855,0.041586669,0.145789743,0.833333333,1,0.499673694,0.81512605,5.180952381,10,1.378151261,3.431818182,9,100,7.798319328,37,0.444122681,0.138675049,0.956182887,0.171428571,0.063829787,0.028571429,0.255813953,0.171428571,9.452054795,0.0625,0,0.25,28.90625,0,2.28125,0,0,0.8,0.59375,32,2,111,9,165,17,4.821928084,1115.802425,47,35,34,35,35,46,1,1,114.9787234,0,115,44.81034483,115,0.432122371,0.021032505,0.010197578,0.072020395,0.048672566,0.166666667,77,2.666666667,4,16,1
6,1,5,1,1,17,0.000252794,1,715.2272727,0.218853435,1,1,0.184699863,0.7265625,5.553398058,12,1.1015625,3.731343284,16,100,9.8125,37,0.316712158,0.079056942,0.984250984,0.173076923,0.057142857,0.057692308,0.186440678,0.192307692,7.120879121,0.125,19.58333333,0.5,40.5,0.041666667,1.895833333,0.083333333,0.038461538,1,0.5,16,2,89,8,1167,15,3.827446245,1852.324932,70,51,52,51,52,65,52,52,102.9857143,103,103,69,103,0.245461422,0.034795764,0.001134644,0.066565809,0.141756549,0.271186441,35,4.5,1,31,1
6,1,2,0.78125,1,138,0,1,689.25,0,0.875,1,0.539273679,0.838095238,5.488636364,10,1.714285714,3.239726027,16,100,6.723809524,37,0,1,0,0.1875,0.133333333,0.09375,0.315789474,0,10.27272727,0,10,0.461538462,38.84615385,0,2.115384615,0.192307692,0.5,0.28125,0.269230769,21,5,118,9,415,12,4.405288043,622.3752045,45,32,1,1,32,40,32,32,117.9777778,117.9555556,117.9777778,43.92436975,0,0.331737346,0.036935705,0.073871409,0.039671683,0.111340206,0.119587629,21,1,4,8,0
6,1,4,0.095238095,0,2,0.000619426,0.024390244,995,0.269905319,1,1,0.143917128,0.871681416,5.200934579,12,0.066371681,5.027272727,27,100,9.292035398,45,0.420971687,0.149071198,0.843274043,0.555555556,0.015625,0.142857143,0.015873016,0.349206349,7.103896104,0.258064516,5.225806452,0.596774194,32.66129032,0,2.483870968,0.129032258,0.111111111,1.333333333,0.725806452,37,3,101,7,496,19,4.5700694,3163.585151,64,63,63,57,1,61,62,63,101,101,0,0,0,0.526039178,0.056378404,0,0.153368371,0.107175295,0.291553134,38,2.416666667,3,44,0
6,1,4,0.095238095,0,138,0,0,795.3333333,0,1,0,0.254719079,0.927777778,4.94011976,11,0,5.963114754,29,0,11.48333333,45,0.54229179,0.11785113,0.912870929,0.282608696,0,0.02173913,0.021276596,0.260869565,7.943548387,0.304347826,4.47826087,0.434782609,34.32608696,0,2.695652174,0,0,1.695652174,1,21,2,92,8,285,25,4.632314601,2155.737006,46,32,46,32,1,32,1,1,0,0,92,43.96774194,0,0.585813806,0.036098797,0.047498417,0.157061431,0.061621622,0.268108108,22,2,2,30,0
6,1,5,1,0,0,0,0,213.0714286,0.057022413,1,0,0.211272925,0.787234043,5.868613139,12,0,3.558139535,11,0,6.035460993,45,0.689483761,0.288675135,1,0.333333333,0,0.155555556,0.02173913,0.266666667,5.196261682,0.177777778,9.777777778,0.555555556,31.11111111,0.044444444,2.377777778,0.155555556,0.133333333,1.022222222,0.488888889,17,4,102,8,546,13,4.12564463,1884.2981,45,44,44,45,45,44,45,45,0,101.7555556,0,0,102,0.397142857,0.062142857,0,0.140714286,0.15647482,0.354316547,24,5.333333333,3,33,1
7,3,3,0.5,0,0.001849894,0.000810109,0.375,0.001849894,0.000810109,0.875,1,0.527288437,0.795918367,4.582278481,10,0.479591837,1.937062937,8,100,9.642857143,45,0.593157773,0.316227766,1,0.222222222,0,0.259259259,0.035714286,0.074074074,9.2,0.148148148,9.185185185,0.62962963,38.44444444,0,2.222222222,0.111111111,0.037037037,1.074074074,0.62962963,22,3,119,8,315,12,4.402711552,1072.40958,31,26,27,27,1,28,25,27,118.9677419,119,0,0,0,0.480417755,0.064403829,0,0.098346388,0.134057971,0.204710145,22,2,2,17,0
7,3,5,0.5,0,0,0.000235046,0.125,0.007447626,0.012518701,0.75,0.5,0.133943856,0.822147651,5.261044177,11,0,3.882513661,24,0,7.372483221,38,0.266554252,0.074535599,0.778498944,0.244897959,0.020408163,0.244897959,0.020408163,0,8.457446809,0.083333333,9.125,0.479166667,51.41666667,0.041666667,3.916666667,0,0,1.142857143,0.979166667,28,2,161,17,559,16,4.86697493,2275.889077,49,49,1,49,49,48,1,1,0,0,160.9795918,47.91975309,0,0.51734104,0.036746491,0.178364988,0.082163501,0.071029529,0.158818835,110,2.5,1,31,1
7,3,4,0.75,0,0,0.000372806,0,0.003303383,0.002132878,1,0,0.53469938,0.842975207,4.311320755,10,0.388429752,1.950617284,12,100,10.70247934,37,0.370654145,0.097590007,0.866666667,0.117647059,0.175,0.088235294,0.205882353,0,8.455882353,0.148148148,9.62962963,0.555555556,40,0,2.518518519,0.037037037,0.117647059,0.970588235,0.481481481,21,2,95,9,377,11,4.486087257,1015.894114,40,34,1,34,29,34,34,34,93.4,96,95.95,38.79381443,0,0.365103766,0.044581091,0.100691776,0.082244427,0.122105263,0.225263158,29,2,1,15,1
7,3,2,0.694444444,1,94,0.043560084,1,1014,0.559009903,0.694444444,1,0.188220963,0.821292776,5.844036697,11,0.296577947,7.876876877,34,20.38,5.049429658,45,0,1,0,0.023809524,0.068181818,0,0.071428571,0.095238095,10.304,0,9.948717949,0.846153846,51.41025641,0,3.205128205,0,0,1.428571429,0.692307692,32,1,87,5,439,36,4.575299685,1983.006382,44,42,42,1,42,1,1,1,0,0,0,0,0,0.592183908,0.048275862,0,0.085057471,0.081521739,0.14363354,101,1,1,27,1
7,3,2,0.78125,1,138,0,1,689.25,0,0.875,1,0.539273679,0.838095238,5.488636364,10,1.714285714,3.239726027,16,100,6.723809524,37,0,1,0,0.1875,0.133333333,0.09375,0.315789474,0,10.27272727,0,10,0.461538462,38.84615385,0,2.115384615,0.192307692,0.5,0.28125,0.269230769,21,5,118,9,415,12,4.405288043,622.3752045,45,32,1,1,32,40,32,32,117.9777778,117.9555556,117.9777778,43.92436975,0,0.331737346,0.036935705,0.073871409,0.039671683,0.111340206,0.119587629,21,1,4,8,1
7,3,3,0.162860577,0.1831,1843,0,0.553744318,1843,0,1,1,0.631089926,0.861702128,3.94047619,10,0.010638298,0.622047244,5,100,9.755319149,37,0.466578141,0.213200716,0.978019294,0.03125,0.029411765,0.125,0.088235294,0,9.682926829,0.064516129,12.64516129,0.193548387,31.16129032,0,1.322580645,0,0.34375,0.875,0.35483871,27,1,112,8,432,11,4.163395899,804.2346001,34,32,1,32,32,34,1,32,112,0,111.9705882,32.94690265,0,0.359698682,0.026365348,0.04613936,0.084745763,0.073298429,0.235602094,7,2,1,6,0
7,3,3,0.5,0.17295,18,0.000101187,0.516135,619.0769231,0.103260322,0.9375,1,0.624509215,0.797979798,5.590361446,10,0.050505051,1.959677419,9,100,5.323232323,45,0.693351121,0.414039336,1,0.096774194,0.147058824,0.064516129,0.037037037,0,10.16981132,0,0,0.730769231,28.69230769,0,2.038461538,0,0,0.967741935,0.384615385,32,3,66,6,89,8,4.984285075,879.0548903,34,30,1,1,30,33,1,1,0,0,97.94117647,32.88888889,0,0.526804124,0.089690722,0.150515464,0.090721649,0.170254403,0.17221135,25,4,0,13,0
8,3,3,0.885668277,0.5,0,3.42E-05,0.5,921.5,3.42E-05,0.885668277,0.5,0.448144674,0.814814815,6.409090909,10,2.530864198,3.480263158,20,100,6.12345679,45,0.735036212,0.48507125,1,0.65625,0,0.0625,0.304347826,0.28125,9.318181818,0.28125,10.25,1.03125,34.3125,0,1.375,0.8125,0,0.75,0.40625,25,2,77,6,730,14,4.351599063,965.6186625,45,31,32,32,1,45,32,1,113.3555556,114.2222222,0,0,0,0.216374269,0.056042885,0,0.052631579,0.259009009,0.243243243,32,2.454545455,3,23,1
8,5,3,0.885668277,0.5,0,3.42E-05,0.5,921.5,3.42E-05,0.885668277,0.5,0.448144674,0.814814815,6.409090909,10,2.530864198,3.480263158,20,100,6.12345679,45,0.735036212,0.48507125,1,0.65625,0,0.0625,0.304347826,0.28125,9.318181818,0.28125,10.25,1.03125,34.3125,0,1.375,0.8125,0,0.75,0.40625,25,2,77,6,730,14,4.351599063,965.6186625,45,31,32,32,1,45,32,1,113.3555556,114.2222222,0,0,0,0.216374269,0.056042885,0,0.052631579,0.259009009,0.243243243,32,2.454545455,3,23,1
8,3,3,1,0,0,0.005760917,0,198.5,0.12177524,1,0,0.466613442,0.929577465,4,12,0.577464789,1.843478261,10,100,12.29577465,57,0.505529192,0.20519567,1,0.166666667,0,0.033333333,0.032258065,0.333333333,8.219512195,0.2,16.8,0.533333333,34.93333333,0,1.366666667,0,0,0.866666667,0.2,19,2,91,4,564,9,3.650889722,781.3821247,34,30,30,30,30,1,1,1,60.97058824,0,0,0,0,0.277366255,0.067489712,0,0.074897119,0.243323442,0.270029674,40,4.333333333,0,20,1
8,5,3,1,0,0,0.005760917,0,198.5,0.12177524,1,0,0.466613442,0.929577465,4,12,0.577464789,1.843478261,10,100,12.29577465,57,0.505529192,0.20519567,1,0.166666667,0,0.033333333,0.032258065,0.333333333,8.219512195,0.2,16.8,0.533333333,34.93333333,0,1.366666667,0,0,0.866666667,0.2,19,2,91,4,564,9,3.650889722,781.3821247,34,30,30,30,30,1,1,1,60.97058824,0,0,0,0,0.277366255,0.067489712,0,0.074897119,0.243323442,0.270029674,40,4.333333333,0,20,0
8,5,4,0.078947368,1,0,0,1,840,0.121918736,0.078947368,1,0.335016221,0.630769231,4.47311828,11,0.007692308,2.473933649,20,100,8.392307692,45,0.352528938,0.114707867,0.983738754,0.090909091,0.160714286,0.127272727,0.021276596,0.090909091,6.142857143,0.02173913,9.391304348,0.782608696,31.95652174,0.02173913,2.130434783,0.043478261,0.090909091,0.709090909,0.717391304,29,3,105,12,522,14,4.37347151,1879.341322,56,55,55,55,44,55,55,55,105,102.625,105,55,105,0.398675497,0.12384106,0.001986755,0.104635762,0.310631229,0.262458472,33,4.1,0,18,1
